date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
08:51:22	15999/15999	---M--	200	added ('OK')	image/jpeg	date:Thu,%2013%20Oct%202016%2012:43:51%20GMT	http://exprostudio.com/html/Finance/images/events/img-04.jpg	C:/My%20Web%20Sites/morgansng/exprostudio.com/html/Finance/images/events/img-04.jpg	(from http://exprostudio.com/html/Finance/event-grid.html)
08:51:23	12902/12902	---M--	200	added ('OK')	image/jpeg	date:Thu,%2013%20Oct%202016%2012:43:51%20GMT	http://exprostudio.com/html/Finance/images/events/img-05.jpg	C:/My%20Web%20Sites/morgansng/exprostudio.com/html/Finance/images/events/img-05.jpg	(from http://exprostudio.com/html/Finance/event-grid.html)
08:51:25	17510/17510	---M--	200	added ('OK')	image/jpeg	date:Thu,%2013%20Oct%202016%2012:43:51%20GMT	http://exprostudio.com/html/Finance/images/events/img-06.jpg	C:/My%20Web%20Sites/morgansng/exprostudio.com/html/Finance/images/events/img-06.jpg	(from http://exprostudio.com/html/Finance/event-grid.html)
08:51:27	24008/24008	---M--	200	added ('OK')	image/jpeg	date:Thu,%2013%20Oct%202016%2012:43:51%20GMT	http://exprostudio.com/html/Finance/images/events/img-07.jpg	C:/My%20Web%20Sites/morgansng/exprostudio.com/html/Finance/images/events/img-07.jpg	(from http://exprostudio.com/html/Finance/event-grid.html)
08:51:29	22458/22458	---M--	200	added ('OK')	image/jpeg	date:Thu,%2013%20Oct%202016%2012:43:51%20GMT	http://exprostudio.com/html/Finance/images/events/img-08.jpg	C:/My%20Web%20Sites/morgansng/exprostudio.com/html/Finance/images/events/img-08.jpg	(from http://exprostudio.com/html/Finance/event-grid.html)
08:51:31	8323/8323	---M--	200	added ('OK')	image/jpeg	date:Thu,%2013%20Oct%202016%2012:43:51%20GMT	http://exprostudio.com/html/Finance/images/img-04.jpg	C:/My%20Web%20Sites/morgansng/exprostudio.com/html/Finance/images/img-04.jpg	(from http://exprostudio.com/html/Finance/event-detail.html)
08:51:31	22678/22678	---M--	200	added ('OK')	image/svg+xml	date:Thu,%2013%20Oct%202016%2012:43:51%20GMT	http://exprostudio.com/html/Finance/images/404.svg	C:/My%20Web%20Sites/morgansng/exprostudio.com/html/Finance/images/404.svg	(from http://exprostudio.com/html/Finance/404.html)
08:51:33	3682/3682	---M--	200	added ('OK')	image/png	date:Thu,%2013%20Oct%202016%2012:43:51%20GMT	http://exprostudio.com/html/Finance/images/logo2.png	C:/My%20Web%20Sites/morgansng/exprostudio.com/html/Finance/images/logo2.png	(from http://exprostudio.com/html/Finance/commingsoon.html)
08:51:35	7767/7767	---M--	200	added ('OK')	application/javascript	date:Thu,%2013%20Oct%202016%2012:43:51%20GMT	http://exprostudio.com/html/Finance/js/final-countdown.js	C:/My%20Web%20Sites/morgansng/exprostudio.com/html/Finance/js/final-countdown.js	(from http://exprostudio.com/html/Finance/commingsoon.html)
08:51:37	50617/50617	---M--	200	added ('OK')	image/jpeg	date:Thu,%2013%20Oct%202016%2012:43:51%20GMT	http://exprostudio.com/html/Finance/images/events/img-10.jpg	C:/My%20Web%20Sites/morgansng/exprostudio.com/html/Finance/images/events/img-10.jpg	(from http://exprostudio.com/html/Finance/event-detail.html)
08:51:50	115509/115509	---M--	200	added ('OK')	application/javascript	date:Thu,%2013%20Oct%202016%2012:43:51%20GMT	http://exprostudio.com/html/Finance/js/kinetic.js	C:/My%20Web%20Sites/morgansng/exprostudio.com/html/Finance/js/kinetic.js	(from http://exprostudio.com/html/Finance/commingsoon.html)
08:52:22	1348474/1348474	---M--	200	added ('OK')	image/jpeg	date:Thu,%2013%20Oct%202016%2012:43:51%20GMT	http://exprostudio.com/html/Finance/images/parallax/bgparallax-02.jpg	C:/My%20Web%20Sites/morgansng/exprostudio.com/html/Finance/images/parallax/bgparallax-02.jpg	(from http://exprostudio.com/html/Finance/index-v3.html)
08:52:32	1610349/1610349	---M--	200	added ('OK')	image/jpeg	date:Thu,%2013%20Oct%202016%2012:43:51%20GMT	http://exprostudio.com/html/Finance/images/parallax/bgparallax-01.jpg	C:/My%20Web%20Sites/morgansng/exprostudio.com/html/Finance/images/parallax/bgparallax-01.jpg	(from http://exprostudio.com/html/Finance/index-v3.html)
08:52:33	24294/24294	---M--	200	added ('OK')	image/jpeg	date:Thu,%2013%20Oct%202016%2012:43:51%20GMT	http://exprostudio.com/html/Finance/images/events/img-09.jpg	C:/My%20Web%20Sites/morgansng/exprostudio.com/html/Finance/images/events/img-09.jpg	(from http://exprostudio.com/html/Finance/event-grid.html)
